LABEL,TEXT,URL,EMAIL,PHONE,CLEANED_TEXT,HAS_URL,HAS_EMAIL,HAS_PHONE,TOKENIZED_TEXT,prediction
2.0,	Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,No,No,yes,	want a new video phone phonenumber anytime any network mins half price line rental free text for 3 months reply or call phonenumber for free delivery,False,False,False,"['want', 'a', 'new', 'video', 'phone', 'phonenumber', 'anytime', 'any', 'network', 'mins', 'half', 'price', 'line', 'rental', 'free', 'text', 'for', '3', 'months', 'reply', 'or', 'call', 'phonenumber', 'for', 'free', 'delivery']",incentives
2.0,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,No,No,yes,u have a secret admirer reveal who thinks u r so special call phonenumber to opt out reply reveal stop 150 per msg recd cust care phonenumber,False,False,False,"['u', 'have', 'a', 'secret', 'admirer', 'reveal', 'who', 'thinks', 'u', 'r', 'so', 'special', 'call', 'phonenumber', 'to', 'opt', 'out', 'reply', 'reveal', 'stop', '150', 'per', 'msg', 'recd', 'cust', 'care', 'phonenumber']",trust
2.0,U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,No,No,yes,u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on phonenumber,False,False,False,"['u', 'r', 'entitled', 'to', 'update', 'to', 'the', 'latest', 'colour', 'mobiles', 'with', 'camera', 'for', 'free', 'call', 'the', 'mobile', 'update', 'co', 'free', 'on', 'phonenumber']",authority
2.0,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,yes,No,yes,here is your discount code rpphonenumber to stop further messages reply stop wwwregalportfoliocouk customer services phonenumber,False,False,False,"['here', 'is', 'your', 'discount', 'code', 'rpphonenumber', 'to', 'stop', 'further', 'messages', 'reply', 'stop', 'wwwregalportfoliocouk', 'customer', 'services', 'phonenumber']",incentives
2.0,	We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,No,No,yes,	we tried to contact you re your reply to our offer of phonenumber mins phonenumber textand a new video phone call phonenumber now or reply for free delivery tomorrow,False,False,False,"['we', 'tried', 'to', 'contact', 'you', 're', 'your', 'reply', 'to', 'our', 'offer', 'of', 'phonenumber', 'mins', 'phonenumber', 'textand', 'a', 'new', 'video', 'phone', 'call', 'phonenumber', 'now', 'or', 'reply', 'for', 'free', 'delivery', 'tomorrow']",incentives
2.0,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com,yes,No,yes,congratulations ur awarded either phonenumber of cd gift vouchers  free entry 2 our phonenumber weekly draw txt music to phonenumber tncs wwwldewcom,False,False,False,"['congratulations', 'ur', 'awarded', 'either', 'phonenumber', 'of', 'cd', 'gift', 'vouchers', 'free', 'entry', '2', 'our', 'phonenumber', 'weekly', 'draw', 'txt', 'music', 'to', 'phonenumber', 'tncs', 'wwwldewcom']",incentives
2.0,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, PocketBabe.co.uk 0870241182716 ",No,No,yes,free2day sexy st georges day pic of jordantxt pic to phonenumber dont miss out pocketbabecouk phonenumber ,False,False,False,"['free2day', 'sexy', 'st', 'georges', 'day', 'pic', 'of', 'jordantxt', 'pic', 'to', 'phonenumber', 'dont', 'miss', 'out', 'pocketbabecouk', 'phonenumber']",incentives
2.0,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",No,No,yes,urgent your mobile no was awarded phonenumber bonus caller prize on 5903 this is our final try to contact u call from landline phonenumber box42wr29c phonenumberppm,False,False,False,"['urgent', 'your', 'mobile', 'no', 'was', 'awarded', 'phonenumber', 'bonus', 'caller', 'prize', 'on', '5903', 'this', 'is', 'our', 'final', 'try', 'to', 'contact', 'u', 'call', 'from', 'landline', 'phonenumber', 'box42wr29c', 'phonenumberppm']",urgency
2.0,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,No,No,yes,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on phonenumber,False,False,False,"['u', 'have', 'a', 'secret', 'admirer', 'who', 'is', 'looking', '2', 'make', 'contact', 'with', 'ufind', 'out', 'who', 'they', 'rreveal', 'who', 'thinks', 'ur', 'so', 'specialcall', 'on', 'phonenumber']",urgency
2.0,	FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,yes,No,yes,	free entry into our phonenumber weekly comp just send the word enter to phonenumber now 18 tc wwwtextcompcom cust care phonenumber,False,False,False,"['free', 'entry', 'into', 'our', 'phonenumber', 'weekly', 'comp', 'just', 'send', 'the', 'word', 'enter', 'to', 'phonenumber', 'now', '18', 'tc', 'wwwtextcompcom', 'cust', 'care', 'phonenumber']",urgency
2.0,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,No,No,yes,please call phonenumber immediately as there is an urgent message waiting for you,False,False,False,"['please', 'call', 'phonenumber', 'immediately', 'as', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you']",urgency
2.0,"	Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",No,No,yes,	thanks for your ringtone order reference number x29 your mobile will be charged 450 should your tone not arrive please call customer services phonenumber,False,False,False,"['thanks', 'for', 'your', 'ringtone', 'order', 'reference', 'number', 'x29', 'your', 'mobile', 'will', 'be', 'charged', '450', 'should', 'your', 'tone', 'not', 'arrive', 'please', 'call', 'customer', 'services', 'phonenumber']",trust
2.0,My name is Theresa & I have 7.3milion Dollar to transfer to you for charity work to help the poor ones in ur place india. Contact memea.theresamarie@gmail.com,No,yes,No,my name is theresa  i have 73milion dollar to transfer to you for charity work to help the poor ones in ur place india contact email,False,False,False,"['my', 'name', 'is', 'theresa', 'i', 'have', '73milion', 'dollar', 'to', 'transfer', 'to', 'you', 'for', 'charity', 'work', 'to', 'help', 'the', 'poor', 'ones', 'in', 'ur', 'place', 'india', 'contact', 'email']",authority
2.0,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,No,No,yes,urgent your mobile number has been awarded with a phonenumber prize guaranteed call phonenumber from land line claim phonenumber valid 12hrs only,False,False,False,"['urgent', 'your', 'mobile', 'number', 'has', 'been', 'awarded', 'with', 'a', 'phonenumber', 'prize', 'guaranteed', 'call', 'phonenumber', 'from', 'land', 'line', 'claim', 'phonenumber', 'valid', '12hrs', 'only']",urgency
2.0,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,No,No,yes,todays voda numbers ending phonenumber are selected to receive a phonenumber award if you hava a match please call phonenumber quoting claim code phonenumber standard rates app,False,False,False,"['todays', 'voda', 'numbers', 'ending', 'phonenumber', 'are', 'selected', 'to', 'receive', 'a', 'phonenumber', 'award', 'if', 'you', 'hava', 'a', 'match', 'please', 'call', 'phonenumber', 'quoting', 'claim', 'code', 'phonenumber', 'standard', 'rates', 'app']",incentives
2.0,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701462. Claim code KL345.,No,No,yes,winner as a valued network customer you have been selected to receivea phonenumber prize reward to claim call phonenumber claim code klphonenumber,False,False,False,"['winner', 'as', 'a', 'valued', 'network', 'customer', 'you', 'have', 'been', 'selected', 'to', 'receivea', 'phonenumber', 'prize', 'reward', 'to', 'claim', 'call', 'phonenumber', 'claim', 'code', 'klphonenumber']",incentives
2.0,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.2,00,000 prize GUARANTEED. Call 6299257179. Claim Code FLIP02. Valid 12hrs only. ",No,No,yes,urgent dear fl1pkart customer we are trying to contact you last weekends draw shows that you w0n a rs200phonenumber prize guaranteed call phonenumber claim code flip02 valid 12hrs only ,False,False,False,"['urgent', 'dear', 'fl1pkart', 'customer', 'we', 'are', 'trying', 'to', 'contact', 'you', 'last', 'weekends', 'draw', 'shows', 'that', 'you', 'w0n', 'a', 'rs200phonenumber', 'prize', 'guaranteed', 'call', 'phonenumber', 'claim', 'code', 'flip02', 'valid', '12hrs', 'only']",urgency
2.0,"Please call our customer service representative on 6200992462 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.8,00,000 FL1PKART TEAM",No,No,yes,please call our customer service representative on phonenumber between 10am9pm as you have w0n a guaranteed cash prize of rs800phonenumber fl1pkart team,False,False,False,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'phonenumber', 'between', '10am9pm', 'as', 'you', 'have', 'w0n', 'a', 'guaranteed', 'cash', 'prize', 'of', 'rs800phonenumber', 'fl1pkart', 'team']",incentives
2.0,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",yes,No,No,dear voucher holder to claim this weeks offer at your pc please go to url tscs apply,False,False,False,"['dear', 'voucher', 'holder', 'to', 'claim', 'this', 'weeks', 'offer', 'at', 'your', 'pc', 'please', 'go', 'to', 'url', 'tscs', 'apply']",authority
2.0,YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd,No,No,yes,your chance to be on a reality fantasy show call now  phonenumber just 20p per min ntt ltd,False,False,False,"['your', 'chance', 'to', 'be', 'on', 'a', 'reality', 'fantasy', 'show', 'call', 'now', 'phonenumber', 'just', '20p', 'per', 'min', 'ntt', 'ltd']",incentives
2.0,	You are a winner U have been specially selected 2 receive £1000 cash  speak to a live operator 2 claim 0871277810810,No,No,yes,	you are a winner u have been specially selected 2 receive phonenumber cash  speak to a live operator 2 claim phonenumber,False,False,False,"['you', 'are', 'a', 'winner', 'u', 'have', 'been', 'specially', 'selected', '2', 'receive', 'phonenumber', 'cash', 'speak', 'to', 'a', 'live', 'operator', '2', 'claim', 'phonenumber']",incentives
2.0,	Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,No,No,yes,	do you want a new video handset phonenumber any time any network mins unlimited text camcorder reply or call now phonenumber for del sat am,False,False,False,"['do', 'you', 'want', 'a', 'new', 'video', 'handset', 'phonenumber', 'any', 'time', 'any', 'network', 'mins', 'unlimited', 'text', 'camcorder', 'reply', 'or', 'call', 'now', 'phonenumber', 'for', 'del', 'sat', 'am']",incentives
2.0,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,No,No,yes,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on phonenumberstopsms08,False,False,False,"['u', 'have', 'a', 'secret', 'admirer', 'who', 'is', 'looking', '2', 'make', 'contact', 'with', 'ufind', 'out', 'who', 'they', 'rreveal', 'who', 'thinks', 'ur', 'so', 'specialcall', 'on', 'phonenumberstopsms08']",urgency
2.0,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.5,00,000 prize GUARANTEED. Call 7044518857. Claim Code FLIP82. Valid 12hrs only. ",No,No,yes,urgent dear fl1pkart customer we are trying to contact you last weekends draw shows that you w0n a rs500phonenumber prize guaranteed call phonenumber claim code flip82 valid 12hrs only ,False,False,False,"['urgent', 'dear', 'fl1pkart', 'customer', 'we', 'are', 'trying', 'to', 'contact', 'you', 'last', 'weekends', 'draw', 'shows', 'that', 'you', 'w0n', 'a', 'rs500phonenumber', 'prize', 'guaranteed', 'call', 'phonenumber', 'claim', 'code', 'flip82', 'valid', '12hrs', 'only']",urgency
2.0,You have been randomly selected for a BestBuy gift. Get your $1000 gift card at www.bestbuy.com.your-a-winner.net/?id-ichrfcycylck,yes,No,No,you have been randomly selected for a bestbuy gift get your phonenumber gift card at wwwbestbuycomyourawinnernetidichrfcycylck,False,False,False,"['you', 'have', 'been', 'randomly', 'selected', 'for', 'a', 'bestbuy', 'gift', 'get', 'your', 'phonenumber', 'gift', 'card', 'at', 'wwwbestbuycomyourawinnernetidichrfcycylck']",incentives
2.0,BMO have noticed unusual activites on your online account. You are required to verify your account details.www.97bmo.tk,yes,No,No,bmo have noticed unusual activites on your online account you are required to verify your account detailswww97bmotk,False,False,False,"['bmo', 'have', 'noticed', 'unusual', 'activites', 'on', 'your', 'online', 'account', 'you', 'are', 'required', 'to', 'verify', 'your', 'account', 'detailswww97bmotk']",authority
2.0,"Your tax refund of �349.14 is ready to be claimed. To access your refund, follow the steps required. http:/bit.do/Claim-Tax",yes,No,No,your tax refund of phonenumber14 is ready to be claimed to access your refund follow the steps required url,False,False,False,"['your', 'tax', 'refund', 'of', 'phonenumber14', 'is', 'ready', 'to', 'be', 'claimed', 'to', 'access', 'your', 'refund', 'follow', 'the', 'steps', 'required', 'url']",authority
2.0,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,No,No,yes,you have won a guaranteed phonenumber cash or a phonenumber prize to claim yr prize call our customer service representative on phonenumber between 10am7pm,False,False,False,"['you', 'have', 'won', 'a', 'guaranteed', 'phonenumber', 'cash', 'or', 'a', 'phonenumber', 'prize', 'to', 'claim', 'yr', 'prize', 'call', 'our', 'customer', 'service', 'representative', 'on', 'phonenumber', 'between', '10am7pm']",incentives
2.0,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7908807538 Now! ",No,No,yes,dear v0daf0ne customeryou are a 500phonenumber winner of guaranteed caller prize this is our final attempt to contact you to claim call phonenumber now ,False,False,False,"['dear', 'v0daf0ne', 'customeryou', 'are', 'a', '500phonenumber', 'winner', 'of', 'guaranteed', 'caller', 'prize', 'this', 'is', 'our', 'final', 'attempt', 'to', 'contact', 'you', 'to', 'claim', 'call', 'phonenumber', 'now']",urgency
2.0,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",No,No,yes,our dating service has been asked 2 contact u by someone shy call phonenumber now all will be revealed pobox84 m26 3uz phonenumberp,False,False,False,"['our', 'dating', 'service', 'has', 'been', 'asked', '2', 'contact', 'u', 'by', 'someone', 'shy', 'call', 'phonenumber', 'now', 'all', 'will', 'be', 'revealed', 'pobox84', 'm26', '3uz', 'phonenumberp']",fear
2.0,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956668 ",No,No,yes,loan for any purpose phonenumber  75phonenumber homeowners  tenants welcome have you been previously refused we can still help call free phonenumber phonenumber ,False,False,False,"['loan', 'for', 'any', 'purpose', 'phonenumber', '75phonenumber', 'homeowners', 'tenants', 'welcome', 'have', 'you', 'been', 'previously', 'refused', 'we', 'can', 'still', 'help', 'call', 'free', 'phonenumber', 'phonenumber']",authority
2.0,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702894,No,No,yes,urgent this is our 2nd attempt to contact u your phonenumber prize from yesterday is still awaiting collection to claim call now phonenumber,False,False,False,"['urgent', 'this', 'is', 'our', '2nd', 'attempt', 'to', 'contact', 'u', 'your', 'phonenumber', 'prize', 'from', 'yesterday', 'is', 'still', 'awaiting', 'collection', 'to', 'claim', 'call', 'now', 'phonenumber']",urgency
2.0,"Your Number has won 365,000 pounds and two mobile phones in the ongoing COCACOLA/UK PROMO. Contact MR. Billy: cocacolaclaimsoffice@yahoo.com +447014233755",No,yes,yes,your number has won phonenumberphonenumber pounds and two mobile phones in the ongoing cocacolauk promo contact mr billy email phonenumber,False,False,False,"['your', 'number', 'has', 'won', 'phonenumberphonenumber', 'pounds', 'and', 'two', 'mobile', 'phones', 'in', 'the', 'ongoing', 'cocacolauk', 'promo', 'contact', 'mr', 'billy', 'email', 'phonenumber']",incentives
2.0,	Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,No,No,yes,	loans for any purpose even if you have bad credit tenants welcome call noworriesloanscom on phonenumber,False,False,False,"['loans', 'for', 'any', 'purpose', 'even', 'if', 'you', 'have', 'bad', 'credit', 'tenants', 'welcome', 'call', 'noworriesloanscom', 'on', 'phonenumber']",authority
2.0,"	449050000301 You have won a £2,000 price! To claim, call 09050000301.",No,No,yes,	phonenumber you have won a 2phonenumber price to claim call phonenumber,False,False,False,"['phonenumber', 'you', 'have', 'won', 'a', '2phonenumber', 'price', 'to', 'claim', 'call', 'phonenumber']",urgency
2.0,Please CALL 08712402779 immediately as there is an urgent message waiting for you,No,No,yes,please call phonenumber immediately as there is an urgent message waiting for you,False,False,False,"['please', 'call', 'phonenumber', 'immediately', 'as', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you']",urgency
2.0,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",yes,No,No,urgent you have won a 1 week free membership in our phonenumberphonenumber prize jackpot txt the word claim to no phonenumber tc wwwdbuknet lccltd pobox phonenumberldnw1a7rw18,False,False,False,"['urgent', 'you', 'have', 'won', 'a', '1', 'week', 'free', 'membership', 'in', 'our', 'phonenumberphonenumber', 'prize', 'jackpot', 'txt', 'the', 'word', 'claim', 'to', 'no', 'phonenumber', 'tc', 'wwwdbuknet', 'lccltd', 'pobox', 'phonenumberldnw1a7rw18']",urgency
2.0,	Do you want 750 anytime any networt NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,No,No,yes,	do you want phonenumber anytime any networt new video phone for only five pounds per week call phonenumber now or reply for delivery tomorrow,False,False,False,"['do', 'you', 'want', 'phonenumber', 'anytime', 'any', 'networt', 'new', 'video', 'phone', 'for', 'only', 'five', 'pounds', 'per', 'week', 'call', 'phonenumber', 'now', 'or', 'reply', 'for', 'delivery', 'tomorrow']",incentives
2.0,"Pvt Finance arranged on cheque basics 4 Business Peoples, Traders, Stockists, Industries & corporate comp, P.M turn over 20L. Cnt-9840139557",No,No,yes,pvt finance arranged on cheque basics 4 business peoples traders stockists industries  corporate comp pm turn over 20l cntphonenumber,False,False,False,"['pvt', 'finance', 'arranged', 'on', 'cheque', 'basics', '4', 'business', 'peoples', 'traders', 'stockists', 'industries', 'corporate', 'comp', 'pm', 'turn', 'over', '20l', 'cntphonenumber']",authority
2.0,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",yes,No,No,xxxmobilemovieclub to use your credit click the wap link in the next txt message or click here url xxxmobilemovieclubcomnqjkgighjjgcbl,False,False,False,"['xxxmobilemovieclub', 'to', 'use', 'your', 'credit', 'click', 'the', 'wap', 'link', 'in', 'the', 'next', 'txt', 'message', 'or', 'click', 'here', 'url', 'xxxmobilemovieclubcomnqjkgighjjgcbl']",authority
2.0,"	09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",No,No,yes,	phonenumber urgent your mobile no 07xxxxxxxxx won a 2phonenumber bonus caller prize on 020603 this is the 2nd attempt to reach you call phonenumber asap,False,False,False,"['phonenumber', 'urgent', 'your', 'mobile', 'no', '07xxxxxxxxx', 'won', 'a', '2phonenumber', 'bonus', 'caller', 'prize', 'on', '020603', 'this', 'is', 'the', '2nd', 'attempt', 'to', 'reach', 'you', 'call', 'phonenumber', 'asap']",urgency
2.0,	Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,No,No,yes,	do you want a new video phonephonenumber anytime any network mins phonenumber text for only five pounds per week call phonenumber now or reply for delivery tomorrow,False,False,False,"['do', 'you', 'want', 'a', 'new', 'video', 'phonephonenumber', 'anytime', 'any', 'network', 'mins', 'phonenumber', 'text', 'for', 'only', 'five', 'pounds', 'per', 'week', 'call', 'phonenumber', 'now', 'or', 'reply', 'for', 'delivery', 'tomorrow']",incentives
