LABEL,TEXT,URL,EMAIL,PHONE,CLEANED_TEXT,HAS_URL,HAS_EMAIL,HAS_PHONE,TOKENIZED_TEXT,manipulation,sentiment,topic
0.0,Buy one egg for me da..please:),No,No,No,buy one egg for me daplease,False,False,False,"['buy', 'one', 'egg', 'for', 'me', 'daplease']",incentives,positive,retail
0.0,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,No,No,No,is there a reason weve not spoken this year anyways have a great week and all the best in your exam,False,False,False,"['is', 'there', 'a', 'reason', 'weve', 'not', 'spoken', 'this', 'year', 'anyways', 'have', 'a', 'great', 'week', 'and', 'all', 'the', 'best', 'in', 'your', 'exam']",invoking fear,positive,impersonation of someone they know
0.0,Stop the story. I've told him i've returned it and he's saying i should not re order it.,No,No,No,stop the story ive told him ive returned it and hes saying i should not re order it,False,False,False,"['stop', 'the', 'story', 'ive', 'told', 'him', 'ive', 'returned', 'it', 'and', 'hes', 'saying', 'i', 'should', 'not', 're', 'order', 'it']",invoking fear,negative,shipping
0.0,No. I dont want to hear anything,No,No,No,no i dont want to hear anything,False,False,False,"['no', 'i', 'dont', 'want', 'to', 'hear', 'anything']",invoking fear,negative,shipping
0.0,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",No,No,No,waqt se pehle or naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi he jo hum sochte hai zindgi wo hai jo ham jeetey hai,False,False,False,"['waqt', 'se', 'pehle', 'or', 'naseeb', 'se', 'zyada', 'kisi', 'ko', 'kuch', 'nahi', 'miltazindgi', 'wo', 'nahi', 'he', 'jo', 'hum', 'sochte', 'hai', 'zindgi', 'wo', 'hai', 'jo', 'ham', 'jeetey', 'hai']",invoking fear,negative,impersonation of someone they know
0.0,I'm e person who's doing e sms survey...,No,No,No,im e person whos doing e sms survey,False,False,False,"['im', 'e', 'person', 'whos', 'doing', 'e', 'sms', 'survey']",impersonation,neutral,impersonation of someone they know
0.0,Mm i had my food da from out,No,No,No,mm i had my food da from out,False,False,False,"['mm', 'i', 'had', 'my', 'food', 'da', 'from', 'out']",urgency,negative,impersonation of someone they know
0.0,"4 tacos + 1 rajas burrito, right?",No,No,No,4 tacos  1 rajas burrito right,False,False,False,"['4', 'tacos', '1', 'rajas', 'burrito', 'right']",urgency,positive,impersonation of someone they know
0.0,"House-Maid is the murderer, coz the man was murdered on  26th January.. ",No,No,No,housemaid is the murderer coz the man was murdered on  26th january ,False,False,False,"['housemaid', 'is', 'the', 'murderer', 'coz', 'the', 'man', 'was', 'murdered', 'on', '26th', 'january']",invoking fear,negative,impersonation of someone they know
0.0,Yes! How is a pretty lady like you single?,No,No,No,yes how is a pretty lady like you single,False,False,False,"['yes', 'how', 'is', 'a', 'pretty', 'lady', 'like', 'you', 'single']",invoking fear,positive,shipping
0.0,(That said can you text him one more time?),No,No,No,that said can you text him one more time,False,False,False,"['that', 'said', 'can', 'you', 'text', 'him', 'one', 'more', 'time']",authority,positive,impersonation of someone they know
0.0,I know she called me,No,No,No,i know she called me,False,False,False,"['i', 'know', 'she', 'called', 'me']",authority,negative,impersonation of someone they know
0.0,In sch but neva mind u eat 1st lor..,No,No,No,in sch but neva mind u eat 1st lor,False,False,False,"['in', 'sch', 'but', 'neva', 'mind', 'u', 'eat', '1st', 'lor']",invoking fear,neutral,shipping
1.0,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,No,No,yes,lyricalladie21f is inviting you to be her friend reply yesphonenumber or nophonenumber see her wwwsmsacuhmmross stop send stop frnd to phonenumber,False,False,False,"['lyricalladie21f', 'is', 'inviting', 'you', 'to', 'be', 'her', 'friend', 'reply', 'yesphonenumber', 'or', 'nophonenumber', 'see', 'her', 'wwwsmsacuhmmross', 'stop', 'send', 'stop', 'frnd', 'to', 'phonenumber']",impersonation,positive,impersonation of someone they know
0.0,Jay says that you're a double-faggot,No,No,No,jay says that youre a doublefaggot,False,False,False,"['jay', 'says', 'that', 'youre', 'a', 'doublefaggot']",invoking fear,negative,impersonation of someone they know
0.0,Ok i thk i got it. Then u wan me 2 come now or wat?,No,No,No,ok i thk i got it then u wan me 2 come now or wat,False,False,False,"['ok', 'i', 'thk', 'i', 'got', 'it', 'then', 'u', 'wan', 'me', '2', 'come', 'now', 'or', 'wat']",urgency,positive,shipping
2.0,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403233,No,No,yes,ur awarded a city break and could win a phonenumber summer shopping spree every wk txt store to phonenumber  skilgme tscsphonenumber,False,False,False,"['ur', 'awarded', 'a', 'city', 'break', 'and', 'could', 'win', 'a', 'phonenumber', 'summer', 'shopping', 'spree', 'every', 'wk', 'txt', 'store', 'to', 'phonenumber', 'skilgme', 'tscsphonenumber']",incentives,positive,retail
1.0,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",yes,No,No,hello from orange for 1 months free access to games news and sport plus 10 free texts and 20 photo messages reply yes terms apply wwworangecoukow,False,False,False,"['hello', 'from', 'orange', 'for', '1', 'months', 'free', 'access', 'to', 'games', 'news', 'and', 'sport', 'plus', '10', 'free', 'texts', 'and', '20', 'photo', 'messages', 'reply', 'yes', 'terms', 'apply', 'wwworangecoukow']",incentives,positive,impersonation of someone they know
0.0,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...,No,No,No,oh lk tt den we take e one tt ends at cine lor dun wan yogasana oso can,False,False,False,"['oh', 'lk', 'tt', 'den', 'we', 'take', 'e', 'one', 'tt', 'ends', 'at', 'cine', 'lor', 'dun', 'wan', 'yogasana', 'oso', 'can']",invoking fear,negative,impersonation of someone they know
0.0,Whens your radio show?,No,No,No,whens your radio show,False,False,False,"['whens', 'your', 'radio', 'show']",invoking fear,negative,impersonation of someone they know
0.0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",No,No,No,jane babes not goin 2 wrk feel ill after lst nite foned in already cover 4 me chuck,False,False,False,"['jane', 'babes', 'not', 'goin', '2', 'wrk', 'feel', 'ill', 'after', 'lst', 'nite', 'foned', 'in', 'already', 'cover', '4', 'me', 'chuck']",invoking fear,negative,impersonation of someone they know
1.0,"New Offer! Save upto 40\% electricity bill with Power Saver(GOVT. LAB TESTED), Rs. 1050/-(free home delivery) 3 Yr. Guarantee Call 9891943823,9891943780",No,No,yes,new offer save upto 40 electricity bill with power savergovt lab tested rs phonenumberfree home delivery 3 yr guarantee call phonenumberphonenumber,False,False,False,"['new', 'offer', 'save', 'upto', '40', 'electricity', 'bill', 'with', 'power', 'savergovt', 'lab', 'tested', 'rs', 'phonenumberfree', 'home', 'delivery', '3', 'yr', 'guarantee', 'call', 'phonenumberphonenumber']",incentives,positive,government
0.0,What * u wearing?,No,No,No,what  u wearing,False,False,False,"['what', 'u', 'wearing']",urgency,positive,impersonation of someone they know
0.0,o turns out i had stereo love on mi phone under the unknown album.,No,No,No,o turns out i had stereo love on mi phone under the unknown album,False,False,False,"['o', 'turns', 'out', 'i', 'had', 'stereo', 'love', 'on', 'mi', 'phone', 'under', 'the', 'unknown', 'album']",impersonation,positive,impersonation of someone they know
0.0,"Ela kano.,il download, come wen ur free..",No,No,No,ela kanoil download come wen ur free,False,False,False,"['ela', 'kanoil', 'download', 'come', 'wen', 'ur', 'free']",incentives,positive,shipping
0.0,"Haha figures, well I found the piece and priscilla's bowl",No,No,No,haha figures well i found the piece and priscillas bowl,False,False,False,"['haha', 'figures', 'well', 'i', 'found', 'the', 'piece', 'and', 'priscillas', 'bowl']",invoking fear,positive,impersonation of someone they know
0.0,Can you do online transaction?,No,No,No,can you do online transaction,False,False,False,"['can', 'you', 'do', 'online', 'transaction']",authority,positive,finance
0.0,Ü neva tell me how i noe... I'm not at home in da aft wat...,No,No,No,ü neva tell me how i noe im not at home in da aft wat,False,False,False,"['ü', 'neva', 'tell', 'me', 'how', 'i', 'noe', 'im', 'not', 'at', 'home', 'in', 'da', 'aft', 'wat']",invoking fear,negative,impersonation of someone they know
2.0,	YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,No,No,yes,	you have won as a valued vodafone customer our computer has picked you to win a phonenumber prize to collect is easy just call phonenumber,False,False,False,"['you', 'have', 'won', 'as', 'a', 'valued', 'vodafone', 'customer', 'our', 'computer', 'has', 'picked', 'you', 'to', 'win', 'a', 'phonenumber', 'prize', 'to', 'collect', 'is', 'easy', 'just', 'call', 'phonenumber']",incentives,positive,impersonation of someone they know
1.0,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,No,No,No,you will recieve your tone within the next 24hrs for terms and conditions please see channel u teletext pg phonenumber,False,False,False,"['you', 'will', 'recieve', 'your', 'tone', 'within', 'the', 'next', '24hrs', 'for', 'terms', 'and', 'conditions', 'please', 'see', 'channel', 'u', 'teletext', 'pg', 'phonenumber']",urgency,neutral,shipping
0.0,What you doing?how are you?,No,No,No,what you doinghow are you,False,False,False,"['what', 'you', 'doinghow', 'are', 'you']",urgency,neutral,impersonation of someone they know
0.0,I didn't get the second half of that message,No,No,No,i didnt get the second half of that message,False,False,False,"['i', 'didnt', 'get', 'the', 'second', 'half', 'of', 'that', 'message']",invoking fear,negative,shipping
2.0,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,No,No,yes,phony phonenumber award  todays voda numbers ending xxxx are selected to receive a phonenumber award if you have a match please call phonenumber quoting claim code phonenumber standard rates app,False,False,False,"['phony', 'phonenumber', 'award', 'todays', 'voda', 'numbers', 'ending', 'xxxx', 'are', 'selected', 'to', 'receive', 'a', 'phonenumber', 'award', 'if', 'you', 'have', 'a', 'match', 'please', 'call', 'phonenumber', 'quoting', 'claim', 'code', 'phonenumber', 'standard', 'rates', 'app']",impersonation,positive,impersonation of someone they know
0.0,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,No,No,No,can help u swoop by picking u up from wherever ur other birds r meeting if u want,False,False,False,"['can', 'help', 'u', 'swoop', 'by', 'picking', 'u', 'up', 'from', 'wherever', 'ur', 'other', 'birds', 'r', 'meeting', 'if', 'u', 'want']",authority,positive,shipping
0.0,Ok lor�whats up�,No,No,No,ok lorwhats up,False,False,False,"['ok', 'lorwhats', 'up']",urgency,positive,impersonation of someone they know
0.0,Hello madam how are you ?,No,No,No,hello madam how are you ,False,False,False,"['hello', 'madam', 'how', 'are', 'you']",impersonation,positive,impersonation of someone they know
0.0,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,No,No,No,was actually sleeping and still might when u call back so a text is gr8 you rock sis will send u a text wen i wake,False,False,False,"['was', 'actually', 'sleeping', 'and', 'still', 'might', 'when', 'u', 'call', 'back', 'so', 'a', 'text', 'is', 'gr8', 'you', 'rock', 'sis', 'will', 'send', 'u', 'a', 'text', 'wen', 'i', 'wake']",authority,positive,impersonation of someone they know
0.0,Good. do you think you could send me some pix? I would love to see your top and bottom...,No,No,No,good do you think you could send me some pix i would love to see your top and bottom,False,False,False,"['good', 'do', 'you', 'think', 'you', 'could', 'send', 'me', 'some', 'pix', 'i', 'would', 'love', 'to', 'see', 'your', 'top', 'and', 'bottom']",urgency,positive,shipping
2.0,Apple ID: [BUXCX7GBVwWCcOD Final Notification Your Apple 1D is due to expire today. Prevent this by confirming your Apple ID at�http://verifyapple.uk Apple Inc,yes,No,No,apple id buxcx7gbvwwccod final notification your apple 1d is due to expire today prevent this by confirming your apple id aturl apple inc,False,False,False,"['apple', 'id', 'buxcx7gbvwwccod', 'final', 'notification', 'your', 'apple', '1d', 'is', 'due', 'to', 'expire', 'today', 'prevent', 'this', 'by', 'confirming', 'your', 'apple', 'id', 'aturl', 'apple', 'inc']",urgency,negative,shipping
0.0,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,No,No,No,hey mate hows u honeydid u ave good holiday gimmi de gossx,False,False,False,"['hey', 'mate', 'hows', 'u', 'honeydid', 'u', 'ave', 'good', 'holiday', 'gimmi', 'de', 'gossx']",incentives,positive,impersonation of someone they know
0.0,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",No,No,No,i dont have anybodys number i still havent thought up a tactful way to ask alex,False,False,False,"['i', 'dont', 'have', 'anybodys', 'number', 'i', 'still', 'havent', 'thought', 'up', 'a', 'tactful', 'way', 'to', 'ask', 'alex']",invoking fear,negative,impersonation of someone they know
0.0,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",No,No,No,im taking derek amp taylor to walmart if im not back by the time youre done just leave the mouse on my desk and ill text you when priscillas ready,False,False,False,"['im', 'taking', 'derek', 'amp', 'taylor', 'to', 'walmart', 'if', 'im', 'not', 'back', 'by', 'the', 'time', 'youre', 'done', 'just', 'leave', 'the', 'mouse', 'on', 'my', 'desk', 'and', 'ill', 'text', 'you', 'when', 'priscillas', 'ready']",impersonation,negative,retail
0.0,Ok..let me knw,No,No,No,oklet me knw,False,False,False,"['oklet', 'me', 'knw']",invoking fear,positive,impersonation of someone they know
0.0,You are a very very very very bad girl. Or lady.,No,No,No,you are a very very very very bad girl or lady,False,False,False,"['you', 'are', 'a', 'very', 'very', 'very', 'very', 'bad', 'girl', 'or', 'lady']",invoking fear,negative,impersonation of someone they know
2.0,	Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,No,No,yes,	todays voda numbers ending phonenumber are selected to receive a phonenumber award if you have a match please call phonenumber quoting claim code phonenumber standard rates app,False,False,False,"['todays', 'voda', 'numbers', 'ending', 'phonenumber', 'are', 'selected', 'to', 'receive', 'a', 'phonenumber', 'award', 'if', 'you', 'have', 'a', 'match', 'please', 'call', 'phonenumber', 'quoting', 'claim', 'code', 'phonenumber', 'standard', 'rates', 'app']",incentives,positive,shipping
0.0,K then 2marrow are you coming to class.,No,No,No,k then 2marrow are you coming to class,False,False,False,"['k', 'then', '2marrow', 'are', 'you', 'coming', 'to', 'class']",urgency,positive,impersonation of someone they know
0.0,Kallis wont bat in 2nd innings.,No,No,No,kallis wont bat in 2nd innings,False,False,False,"['kallis', 'wont', 'bat', 'in', '2nd', 'innings']",invoking fear,negative,impersonation of someone they know
0.0,Meeting u is my work. . . Tel me when shall i do my work tomorrow�.That is what matters�,No,No,No,meeting u is my work   tel me when shall i do my work tomorrowthat is what matters,False,False,False,"['meeting', 'u', 'is', 'my', 'work', 'tel', 'me', 'when', 'shall', 'i', 'do', 'my', 'work', 'tomorrowthat', 'is', 'what', 'matters']",urgency,positive,impersonation of someone they know
1.0,Overcome programming challenges for multicore and learn the techniques to scale reliability. Attend Intel session at 3.45 PM at Microsoft Community TechDays,No,No,No,overcome programming challenges for multicore and learn the techniques to scale reliability attend intel session at 345 pm at microsoft community techdays,False,False,False,"['overcome', 'programming', 'challenges', 'for', 'multicore', 'and', 'learn', 'the', 'techniques', 'to', 'scale', 'reliability', 'attend', 'intel', 'session', 'at', '345', 'pm', 'at', 'microsoft', 'community', 'techdays']",authority,positive,shipping
0.0,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",No,No,No,haha my legs and neck are killing me and my amigos are hoping to end the night with a burn think i could swing by in like an hour,False,False,False,"['haha', 'my', 'legs', 'and', 'neck', 'are', 'killing', 'me', 'and', 'my', 'amigos', 'are', 'hoping', 'to', 'end', 'the', 'night', 'with', 'a', 'burn', 'think', 'i', 'could', 'swing', 'by', 'in', 'like', 'an', 'hour']",invoking fear,negative,shipping
0.0,Every day i use to sleep after  &lt;#&gt;  so only.,No,No,No,every day i use to sleep after  ltgt  so only,False,False,False,"['every', 'day', 'i', 'use', 'to', 'sleep', 'after', 'ltgt', 'so', 'only']",invoking fear,negative,shipping
0.0,"Sorry, have urgent work..",No,No,No,sorry have urgent work,False,False,False,"['sorry', 'have', 'urgent', 'work']",urgency,negative,shipping
0.0,Good Morning plz call me sir..I have an urgent work..,No,No,No,good morning plz call me siri have an urgent work,False,False,False,"['good', 'morning', 'plz', 'call', 'me', 'siri', 'have', 'an', 'urgent', 'work']",urgency,positive,impersonation of someone they know
0.0,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,No,No,No,oh shut it omg yesterday i had a dream that i had 2 kids both boys i was so pissed not only about the kids but them being boys i even told mark in my dream that he was changing diapers cause im not getting owed in the face,False,False,False,"['oh', 'shut', 'it', 'omg', 'yesterday', 'i', 'had', 'a', 'dream', 'that', 'i', 'had', '2', 'kids', 'both', 'boys', 'i', 'was', 'so', 'pissed', 'not', 'only', 'about', 'the', 'kids', 'but', 'them', 'being', 'boys', 'i', 'even', 'told', 'mark', 'in', 'my', 'dream', 'that', 'he', 'was', 'changing', 'diapers', 'cause', 'im', 'not', 'getting', 'owed', 'in', 'the', 'face']",invoking fear,negative,impersonation of someone they know
0.0,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",No,No,No,ahhhhjust woken uphad a bad dream about u thoso i dont like u right now  i didnt know anything about comedy night but i guess im up for it,False,False,False,"['ahhhhjust', 'woken', 'uphad', 'a', 'bad', 'dream', 'about', 'u', 'thoso', 'i', 'dont', 'like', 'u', 'right', 'now', 'i', 'didnt', 'know', 'anything', 'about', 'comedy', 'night', 'but', 'i', 'guess', 'im', 'up', 'for', 'it']",invoking fear,negative,impersonation of someone they know
0.0,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,No,No,No,its hard to believe things like this all can say lie but think twice before saying anything to me,False,False,False,"['its', 'hard', 'to', 'believe', 'things', 'like', 'this', 'all', 'can', 'say', 'lie', 'but', 'think', 'twice', 'before', 'saying', 'anything', 'to', 'me']",invoking fear,negative,shipping
0.0,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),No,No,No,wow didnt think it was that common i take it all back ur not a freak unless u chop it off,False,False,False,"['wow', 'didnt', 'think', 'it', 'was', 'that', 'common', 'i', 'take', 'it', 'all', 'back', 'ur', 'not', 'a', 'freak', 'unless', 'u', 'chop', 'it', 'off']",invoking fear,negative,impersonation of someone they know
1.0,"	5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",No,No,yes,	5 free top polyphonic tones call phonenumber national rate get a toppoly tune sent every week just text subpoly to phonenumber 3 per pole unsub phonenumber,False,False,False,"['5', 'free', 'top', 'polyphonic', 'tones', 'call', 'phonenumber', 'national', 'rate', 'get', 'a', 'toppoly', 'tune', 'sent', 'every', 'week', 'just', 'text', 'subpoly', 'to', 'phonenumber', '3', 'per', 'pole', 'unsub', 'phonenumber']",incentives,positive,shipping
0.0,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...,No,No,No,yup he msg me is tat yijue then i tot its my group mate cos we meeting today mah im askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far,False,False,False,"['yup', 'he', 'msg', 'me', 'is', 'tat', 'yijue', 'then', 'i', 'tot', 'its', 'my', 'group', 'mate', 'cos', 'we', 'meeting', 'today', 'mah', 'im', 'askin', 'if', 'ü', 'leaving', 'earlier', 'or', 'wat', 'mah', 'cos', 'mayb', 'ü', 'haf', 'to', 'walk', 'v', 'far']",invoking fear,negative,impersonation of someone they know
0.0,You need to get up. Now.,No,No,No,you need to get up now,False,False,False,"['you', 'need', 'to', 'get', 'up', 'now']",urgency,negative,shipping
2.0,	You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,No,No,yes,	you have an important customer service announcement call freephone phonenumber phonenumber phonenumber now,False,False,True,"['you', 'have', 'an', 'important', 'customer', 'service', 'announcement', 'call', 'freephone', 'phonenumber', 'phonenumber', 'phonenumber', 'now']",urgency,positive,impersonation of someone they know
0.0,Howz pain?hope u r fine..,No,No,No,howz painhope u r fine,False,False,False,"['howz', 'painhope', 'u', 'r', 'fine']",invoking fear,negative,impersonation of someone they know
0.0,Love it! The girls at the office may wonder why you are smiling but sore...,No,No,No,love it the girls at the office may wonder why you are smiling but sore,False,False,False,"['love', 'it', 'the', 'girls', 'at', 'the', 'office', 'may', 'wonder', 'why', 'you', 'are', 'smiling', 'but', 'sore']",invoking fear,positive,impersonation of someone they know
2.0,	<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,No,No,yes,	forwarded from phonenumberplease call phonenumber immediately as there is an urgent message waiting for you,False,False,False,"['forwarded', 'from', 'phonenumberplease', 'call', 'phonenumber', 'immediately', 'as', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you']",urgency,positive,shipping
0.0,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;,No,No,No,its still not working and this time i also tried adding zeros that was the savings the checking is  ltgt,False,False,False,"['its', 'still', 'not', 'working', 'and', 'this', 'time', 'i', 'also', 'tried', 'adding', 'zeros', 'that', 'was', 'the', 'savings', 'the', 'checking', 'is', 'ltgt']",invoking fear,negative,finance
0.0,how's things? Just a quick question.,No,No,No,hows things just a quick question,False,False,False,"['hows', 'things', 'just', 'a', 'quick', 'question']",urgency,neutral,impersonation of someone they know
0.0,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,No,No,No,die i accidentally deleted e msg i suppose 2 put in e sim archive haiz i so sad,False,False,False,"['die', 'i', 'accidentally', 'deleted', 'e', 'msg', 'i', 'suppose', '2', 'put', 'in', 'e', 'sim', 'archive', 'haiz', 'i', 'so', 'sad']",invoking fear,negative,impersonation of someone they know
0.0,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",No,No,No,no i didnt mean to post it i wrote it and like so many other times ive ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasnt there i checked on my phone when i got to my car it wasnt there you said you didnt sleep you were bored so why wouldnt that be the time to clean fold laundry etc at least make the bed,False,False,False,"['no', 'i', 'didnt', 'mean', 'to', 'post', 'it', 'i', 'wrote', 'it', 'and', 'like', 'so', 'many', 'other', 'times', 'ive', 'ritten', 'stuff', 'to', 'you', 'i', 'let', 'it', 'sit', 'there', 'it', 'was', 'what', 'i', 'was', 'feeling', 'at', 'the', 'time', 'i', 'was', 'angry', 'before', 'i', 'left', 'i', 'hit', 'send', 'then', 'stop', 'it', 'wasnt', 'there', 'i', 'checked', 'on', 'my', 'phone', 'when', 'i', 'got', 'to', 'my', 'car', 'it', 'wasnt', 'there', 'you', 'said', 'you', 'didnt', 'sleep', 'you', 'were', 'bored', 'so', 'why', 'wouldnt', 'that', 'be', 'the', 'time', 'to', 'clean', 'fold', 'laundry', 'etc', 'at', 'least', 'make', 'the', 'bed']",impersonation,negative,impersonation of someone they know
0.0,Sorry i missed your call. Can you please call back.,No,No,No,sorry i missed your call can you please call back,False,False,False,"['sorry', 'i', 'missed', 'your', 'call', 'can', 'you', 'please', 'call', 'back']",invoking fear,negative,impersonation of someone they know
