LABEL,TEXT,CLEANED_TEXT,HAS_URL,HAS_EMAIL,HAS_PHONE,TOKENIZED_TEXT
1,"URGENT! You have won a 1 week FREE membership in our Â£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",urgent you have won a 1 week free membership in our âphonenumberphonenumber prize jackpot txt the word claim to no phonenumber tc wwwdbuknet lccltd pobox phonenumberldnw1a7rw18,False,False,False,"['urgent', 'you', 'have', 'won', 'a', '1', 'week', 'free', 'membership', 'in', 'our', 'âphonenumberphonenumber', 'prize', 'jackpot', 'txt', 'the', 'word', 'claim', 'to', 'no', 'phonenumber', 'tc', 'wwwdbuknet', 'lccltd', 'pobox', 'phonenumberldnw1a7rw18']"
0,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,ive been searching for the right words to thank you for this breather i promise i wont take your help for granted and will fulfil my promise you have been wonderful and a blessing at all times,False,False,False,"['ive', 'been', 'searching', 'for', 'the', 'right', 'words', 'to', 'thank', 'you', 'for', 'this', 'breather', 'i', 'promise', 'i', 'wont', 'take', 'your', 'help', 'for', 'granted', 'and', 'will', 'fulfil', 'my', 'promise', 'you', 'have', 'been', 'wonderful', 'and', 'a', 'blessing', 'at', 'all', 'times']"
0,I HAVE A DATE ON SUNDAY WITH WILL!!,i have a date on sunday with will,False,False,False,"['i', 'have', 'a', 'date', 'on', 'sunday', 'with', 'will']"
1,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",xxxmobilemovieclub to use your credit click the wap link in the next txt message or click here url xxxmobilemovieclubcomnqjkgighjjgcbl,False,False,False,"['xxxmobilemovieclub', 'to', 'use', 'your', 'credit', 'click', 'the', 'wap', 'link', 'in', 'the', 'next', 'txt', 'message', 'or', 'click', 'here', 'url', 'xxxmobilemovieclubcomnqjkgighjjgcbl']"
0,Oh k...i'm watching here:),oh kim watching here,False,False,False,"['oh', 'kim', 'watching', 'here']"
0,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,eh u remember how 2 spell his name yes i did he v naughty make until i v wet,False,False,False,"['eh', 'u', 'remember', 'how', '2', 'spell', 'his', 'name', 'yes', 'i', 'did', 'he', 'v', 'naughty', 'make', 'until', 'i', 'v', 'wet']"
0,Fine if thatÂs the way u feel. ThatÂs the way its gota b,fine if thatâs the way u feel thatâs the way its gota b,False,False,False,"['fine', 'if', 'thatâs', 'the', 'way', 'u', 'feel', 'thatâs', 'the', 'way', 'its', 'gota', 'b']"
1,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ãº1.20 POBOXox36504W45WQ 16+",england v macedonia  dont miss the goalsteam news txt ur national team to phonenumber eg england to phonenumber trywales scotland 4txtãº120 poboxoxphonenumberw45wq 16,False,False,False,"['england', 'v', 'macedonia', 'dont', 'miss', 'the', 'goalsteam', 'news', 'txt', 'ur', 'national', 'team', 'to', 'phonenumber', 'eg', 'england', 'to', 'phonenumber', 'trywales', 'scotland', '4txtãº120', 'poboxoxphonenumberw45wq', '16']"
0,Is that seriously how you spell his name?,is that seriously how you spell his name,False,False,False,"['is', 'that', 'seriously', 'how', 'you', 'spell', 'his', 'name']"
0,Iâm going to try for 2 months ha ha only joking,iâm going to try for 2 months ha ha only joking,False,False,False,"['iâm', 'going', 'to', 'try', 'for', '2', 'months', 'ha', 'ha', 'only', 'joking']"
0,So Ã¼ pay first lar... Then when is da stock comin...,so ã¼ pay first lar then when is da stock comin,False,False,False,"['so', 'ã¼', 'pay', 'first', 'lar', 'then', 'when', 'is', 'da', 'stock', 'comin']"
0,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,aft i finish my lunch then i go str down lor ard 3 smth lor u finish ur lunch already,False,False,False,"['aft', 'i', 'finish', 'my', 'lunch', 'then', 'i', 'go', 'str', 'down', 'lor', 'ard', '3', 'smth', 'lor', 'u', 'finish', 'ur', 'lunch', 'already']"
0,Ffffffffff. Alright no way I can meet up with you sooner?,ffffffffff alright no way i can meet up with you sooner,False,False,False,"['ffffffffff', 'alright', 'no', 'way', 'i', 'can', 'meet', 'up', 'with', 'you', 'sooner']"
0,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,just forced myself to eat a slice im really not hungry tho this sucks mark is getting worried he knows im sick when i turn down pizza lol,False,False,False,"['just', 'forced', 'myself', 'to', 'eat', 'a', 'slice', 'im', 'really', 'not', 'hungry', 'tho', 'this', 'sucks', 'mark', 'is', 'getting', 'worried', 'he', 'knows', 'im', 'sick', 'when', 'i', 'turn', 'down', 'pizza', 'lol']"
0,Lol your always so convincing.,lol your always so convincing,False,False,False,"['lol', 'your', 'always', 'so', 'convincing']"
0,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,did you catch the bus  are you frying an egg  did you make a tea are you eating your moms left over dinner  do you feel my love ,False,False,False,"['did', 'you', 'catch', 'the', 'bus', 'are', 'you', 'frying', 'an', 'egg', 'did', 'you', 'make', 'a', 'tea', 'are', 'you', 'eating', 'your', 'moms', 'left', 'over', 'dinner', 'do', 'you', 'feel', 'my', 'love']"
0,"I'm back &amp; we're packing the car now, I'll let you know if there's room",im back amp were packing the car now ill let you know if theres room,False,False,False,"['im', 'back', 'amp', 'were', 'packing', 'the', 'car', 'now', 'ill', 'let', 'you', 'know', 'if', 'theres', 'room']"
0,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,ahhh work i vaguely remember that what does it feel like lol,False,False,False,"['ahhh', 'work', 'i', 'vaguely', 'remember', 'that', 'what', 'does', 'it', 'feel', 'like', 'lol']"
0,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",wait thats still not all that clear were you not sure about me being sarcastic or that thats why x doesnt want to live with us,False,False,False,"['wait', 'thats', 'still', 'not', 'all', 'that', 'clear', 'were', 'you', 'not', 'sure', 'about', 'me', 'being', 'sarcastic', 'or', 'that', 'thats', 'why', 'x', 'doesnt', 'want', 'to', 'live', 'with', 'us']"
0,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?,yeah he got in at 2 and was v apologetic n had fallen out and she was actin like spoilt child and he got caught up in that till 2 but we wont go there not doing too badly cheers you,False,False,False,"['yeah', 'he', 'got', 'in', 'at', '2', 'and', 'was', 'v', 'apologetic', 'n', 'had', 'fallen', 'out', 'and', 'she', 'was', 'actin', 'like', 'spoilt', 'child', 'and', 'he', 'got', 'caught', 'up', 'in', 'that', 'till', '2', 'but', 'we', 'wont', 'go', 'there', 'not', 'doing', 'too', 'badly', 'cheers', 'you']"
0,K tell me anything about you.,k tell me anything about you,False,False,False,"['k', 'tell', 'me', 'anything', 'about', 'you']"
0,For fear of fainting with the of all that housework you just did? Quick have a cuppa,for fear of fainting with the of all that housework you just did quick have a cuppa,False,False,False,"['for', 'fear', 'of', 'fainting', 'with', 'the', 'of', 'all', 'that', 'housework', 'you', 'just', 'did', 'quick', 'have', 'a', 'cuppa']"
1,Thanks for your subscription to Ringtone UK your mobile will be charged Â£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,thanks for your subscription to ringtone uk your mobile will be charged â5month please confirm by replying yes or no if you reply no you will not be charged,False,False,False,"['thanks', 'for', 'your', 'subscription', 'to', 'ringtone', 'uk', 'your', 'mobile', 'will', 'be', 'charged', 'â5month', 'please', 'confirm', 'by', 'replying', 'yes', 'or', 'no', 'if', 'you', 'reply', 'no', 'you', 'will', 'not', 'be', 'charged']"
0,Yup... Ok i go home look at the timings then i msg Ã¼ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,yup ok i go home look at the timings then i msg ã¼ again xuhui going to learn on 2nd may too but her lesson is at 8am,False,False,False,"['yup', 'ok', 'i', 'go', 'home', 'look', 'at', 'the', 'timings', 'then', 'i', 'msg', 'ã¼', 'again', 'xuhui', 'going', 'to', 'learn', 'on', '2nd', 'may', 'too', 'but', 'her', 'lesson', 'is', 'at', '8am']"
0,"Oops, I'll let you know when my roommate's done",oops ill let you know when my roommates done,False,False,False,"['oops', 'ill', 'let', 'you', 'know', 'when', 'my', 'roommates', 'done']"
0,I see the letter B on my car,i see the letter b on my car,False,False,False,"['i', 'see', 'the', 'letter', 'b', 'on', 'my', 'car']"
0,Anything lor... U decide...,anything lor u decide,False,False,False,"['anything', 'lor', 'u', 'decide']"
0,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,hello hows you and how did saturday go i was just texting to see if youd decided to do anything tomo not that im trying to invite myself or anything,False,False,False,"['hello', 'hows', 'you', 'and', 'how', 'did', 'saturday', 'go', 'i', 'was', 'just', 'texting', 'to', 'see', 'if', 'youd', 'decided', 'to', 'do', 'anything', 'tomo', 'not', 'that', 'im', 'trying', 'to', 'invite', 'myself', 'or', 'anything']"
0,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,pls go ahead with watts i just wanted to be sure do have a great weekend abiola,False,False,False,"['pls', 'go', 'ahead', 'with', 'watts', 'i', 'just', 'wanted', 'to', 'be', 'sure', 'do', 'have', 'a', 'great', 'weekend', 'abiola']"
0,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",did i forget to tell you  i want you  i need you i crave you  but most of all  i love you my sweet arabian steed  mmmmmm  yummy,False,False,False,"['did', 'i', 'forget', 'to', 'tell', 'you', 'i', 'want', 'you', 'i', 'need', 'you', 'i', 'crave', 'you', 'but', 'most', 'of', 'all', 'i', 'love', 'you', 'my', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummy']"
1,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,phonenumber  rodger burns  msg  we tried to call you re your reply to our sms for a free nokia mobile  free camcorder please call now phonenumber for delivery tomorrow,False,False,False,"['phonenumber', 'rodger', 'burns', 'msg', 'we', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'a', 'free', 'nokia', 'mobile', 'free', 'camcorder', 'please', 'call', 'now', 'phonenumber', 'for', 'delivery', 'tomorrow']"
0,WHO ARE YOU SEEING?,who are you seeing,False,False,False,"['who', 'are', 'you', 'seeing']"
0,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,great i hope you like your man well endowed i am  ltgt  inches,False,False,False,"['great', 'i', 'hope', 'you', 'like', 'your', 'man', 'well', 'endowed', 'i', 'am', 'ltgt', 'inches']"
0,No calls..messages..missed calls,no callsmessagesmissed calls,False,False,False,"['no', 'callsmessagesmissed', 'calls']"
0,Didn't you get hep b immunisation in nigeria.,didnt you get hep b immunisation in nigeria,False,False,False,"['didnt', 'you', 'get', 'hep', 'b', 'immunisation', 'in', 'nigeria']"
0,"Fair enough, anything going on?",fair enough anything going on,False,False,False,"['fair', 'enough', 'anything', 'going', 'on']"
0,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",yeah hopefully if tyler cant do it i could maybe ask around a bit,False,False,False,"['yeah', 'hopefully', 'if', 'tyler', 'cant', 'do', 'it', 'i', 'could', 'maybe', 'ask', 'around', 'a', 'bit']"
0,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,u dont know how stubborn i am i didnt even want to go to the hospital i kept telling mark im not a weak sucker hospitals are for weak suckers,False,False,False,"['u', 'dont', 'know', 'how', 'stubborn', 'i', 'am', 'i', 'didnt', 'even', 'want', 'to', 'go', 'to', 'the', 'hospital', 'i', 'kept', 'telling', 'mark', 'im', 'not', 'a', 'weak', 'sucker', 'hospitals', 'are', 'for', 'weak', 'suckers']"
0,What you thinked about me. First time you saw me in class.,what you thinked about me first time you saw me in class,False,False,False,"['what', 'you', 'thinked', 'about', 'me', 'first', 'time', 'you', 'saw', 'me', 'in', 'class']"
0,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",a gram usually runs like  ltgt  a half eighth is smarter though and gets you almost a whole second gram for  ltgt,False,False,False,"['a', 'gram', 'usually', 'runs', 'like', 'ltgt', 'a', 'half', 'eighth', 'is', 'smarter', 'though', 'and', 'gets', 'you', 'almost', 'a', 'whole', 'second', 'gram', 'for', 'ltgt']"
0,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,k fyi x has a ride early tomorrow morning but hes crashing at our place tonight,False,False,False,"['k', 'fyi', 'x', 'has', 'a', 'ride', 'early', 'tomorrow', 'morning', 'but', 'hes', 'crashing', 'at', 'our', 'place', 'tonight']"
0,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",wow i never realized that you were so embarassed by your accomodations i thought you liked it since i was doing the best i could and you always seemed so happy about the cave im sorry i didnt and dont have more to give im sorry i offered im sorry your room was so embarassing,False,False,False,"['wow', 'i', 'never', 'realized', 'that', 'you', 'were', 'so', 'embarassed', 'by', 'your', 'accomodations', 'i', 'thought', 'you', 'liked', 'it', 'since', 'i', 'was', 'doing', 'the', 'best', 'i', 'could', 'and', 'you', 'always', 'seemed', 'so', 'happy', 'about', 'the', 'cave', 'im', 'sorry', 'i', 'didnt', 'and', 'dont', 'have', 'more', 'to', 'give', 'im', 'sorry', 'i', 'offered', 'im', 'sorry', 'your', 'room', 'was', 'so', 'embarassing']"
1,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv,False,False,False,"['sms', 'ac', 'sptv', 'the', 'new', 'jersey', 'devils', 'and', 'the', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', 'correct', 'or', 'incorrect', 'end', 'reply', 'end', 'sptv']"
0,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,do you know what mallika sherawat did yesterday find out now   lturlgt,True,False,False,"['do', 'you', 'know', 'what', 'mallika', 'sherawat', 'did', 'yesterday', 'find', 'out', 'now', 'lturlgt']"
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",congrats 1 year special cinema pass for 2 is yours call phonenumber now c suprman v matrix3 starwars3 etc all 4 free bxphonenumberip45we phonenumberpm dont miss out,False,False,False,"['congrats', '1', 'year', 'special', 'cinema', 'pass', 'for', '2', 'is', 'yours', 'call', 'phonenumber', 'now', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', 'all', '4', 'free', 'bxphonenumberip45we', 'phonenumberpm', 'dont', 'miss', 'out']"
0,"Sorry, I'll call later in meeting.",sorry ill call later in meeting,False,False,False,"['sorry', 'ill', 'call', 'later', 'in', 'meeting']"
0,Tell where you reached,tell where you reached,False,False,False,"['tell', 'where', 'you', 'reached']"
0,Yes..gauti and sehwag out of odi series.,yesgauti and sehwag out of odi series,False,False,False,"['yesgauti', 'and', 'sehwag', 'out', 'of', 'odi', 'series']"
0,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,your gonna have to pick up a 1 burger for yourself on your way home i cant even move pain is killing me,False,False,False,"['your', 'gonna', 'have', 'to', 'pick', 'up', 'a', '1', 'burger', 'for', 'yourself', 'on', 'your', 'way', 'home', 'i', 'cant', 'even', 'move', 'pain', 'is', 'killing', 'me']"
0,Ha ha ha good joke. Girls are situation seekers.,ha ha ha good joke girls are situation seekers,False,False,False,"['ha', 'ha', 'ha', 'good', 'joke', 'girls', 'are', 'situation', 'seekers']"
0,Its a part of checking IQ,its a part of checking iq,False,False,False,"['its', 'a', 'part', 'of', 'checking', 'iq']"
0,"Sorry my roommates took forever, it ok if I come by now?",sorry my roommates took forever it ok if i come by now,False,False,False,"['sorry', 'my', 'roommates', 'took', 'forever', 'it', 'ok', 'if', 'i', 'come', 'by', 'now']"
0,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,ok lar i double check wif da hair dresser already he said wun cut v short he said will cut until i look nice,False,False,False,"['ok', 'lar', 'i', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'he', 'said', 'wun', 'cut', 'v', 'short', 'he', 'said', 'will', 'cut', 'until', 'i', 'look', 'nice']"
1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066364589",as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a âphonenumber bonus prize call phonenumber,False,False,False,"['as', 'a', 'valued', 'customer', 'i', 'am', 'pleased', 'to', 'advise', 'you', 'that', 'following', 'recent', 'review', 'of', 'your', 'mob', 'no', 'you', 'are', 'awarded', 'with', 'a', 'âphonenumber', 'bonus', 'prize', 'call', 'phonenumber']"
0,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",today is song dedicated day which song will u dedicate for me send this to all ur valuable frnds but first rply me,False,False,False,"['today', 'is', 'song', 'dedicated', 'day', 'which', 'song', 'will', 'u', 'dedicate', 'for', 'me', 'send', 'this', 'to', 'all', 'ur', 'valuable', 'frnds', 'but', 'first', 'rply', 'me']"
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or Â£1000. To claim txt DIS to 87121 18+6*Â£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgent ur awarded a complimentary trip to eurodisinc trav acoentry41 or âphonenumber to claim txt dis to phonenumber 186â150morefrmmob shracomorsglsuplt10 ls1 3aj,False,False,False,"['urgent', 'ur', 'awarded', 'a', 'complimentary', 'trip', 'to', 'eurodisinc', 'trav', 'acoentry41', 'or', 'âphonenumber', 'to', 'claim', 'txt', 'dis', 'to', 'phonenumber', '186â150morefrmmob', 'shracomorsglsuplt10', 'ls1', '3aj']"
1,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",did you hear about the new divorce barbie it comes with all of kens stuff,False,False,False,"['did', 'you', 'hear', 'about', 'the', 'new', 'divorce', 'barbie', 'it', 'comes', 'with', 'all', 'of', 'kens', 'stuff']"
0,I plane to give on this month end.,i plane to give on this month end,False,False,False,"['i', 'plane', 'to', 'give', 'on', 'this', 'month', 'end']"
0,Wah lucky man... Then can save money... Hee...,wah lucky man then can save money hee,False,False,False,"['wah', 'lucky', 'man', 'then', 'can', 'save', 'money', 'hee']"
0,Finished class where are you.,finished class where are you,False,False,False,"['finished', 'class', 'where', 'are', 'you']"
0,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,hi babe im at home now wanna do something xx,False,False,False,"['hi', 'babe', 'im', 'at', 'home', 'now', 'wanna', 'do', 'something', 'xx']"
0,K..k:)where are you?how did you performed?,kkwhere are youhow did you performed,False,False,False,"['kkwhere', 'are', 'youhow', 'did', 'you', 'performed']"
0,U can call me now...,u can call me now,False,False,False,"['u', 'can', 'call', 'me', 'now']"
0,I am waiting machan. Call me once you free.,i am waiting machan call me once you free,False,False,False,"['i', 'am', 'waiting', 'machan', 'call', 'me', 'once', 'you', 'free']"
0,Thats cool. i am a gentleman and will treat you with dignity and respect.,thats cool i am a gentleman and will treat you with dignity and respect,False,False,False,"['thats', 'cool', 'i', 'am', 'a', 'gentleman', 'and', 'will', 'treat', 'you', 'with', 'dignity', 'and', 'respect']"
0,I like you peoples very much:) but am very shy pa.,i like you peoples very much but am very shy pa,False,False,False,"['i', 'like', 'you', 'peoples', 'very', 'much', 'but', 'am', 'very', 'shy', 'pa']"
0,Does not operate after  &lt;#&gt;  or what,does not operate after  ltgt  or what,False,False,False,"['does', 'not', 'operate', 'after', 'ltgt', 'or', 'what']"
0,Its not the same here. Still looking for a job. How much do Ta's earn there.,its not the same here still looking for a job how much do tas earn there,False,False,False,"['its', 'not', 'the', 'same', 'here', 'still', 'looking', 'for', 'a', 'job', 'how', 'much', 'do', 'tas', 'earn', 'there']"
0,"Sorry, I'll call later",sorry ill call later,False,False,False,"['sorry', 'ill', 'call', 'later']"
0,K. Did you call me just now ah?,k did you call me just now ah,False,False,False,"['k', 'did', 'you', 'call', 'me', 'just', 'now', 'ah']"
0,Ok i am on the way to home hi hi,ok i am on the way to home hi hi,False,False,False,"['ok', 'i', 'am', 'on', 'the', 'way', 'to', 'home', 'hi', 'hi']"
0,You will be in the place of that man,you will be in the place of that man,False,False,False,"['you', 'will', 'be', 'in', 'the', 'place', 'of', 'that', 'man']"
0,Yup next stop.,yup next stop,False,False,False,"['yup', 'next', 'stop']"
0,"I call you later, don't have network. If urgnt, sms me.",i call you later dont have network if urgnt sms me,False,False,False,"['i', 'call', 'you', 'later', 'dont', 'have', 'network', 'if', 'urgnt', 'sms', 'me']"
0,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,for real when u getting on yo i only need 2 more tickets and one more jacket and im done i already used all my multis,False,False,False,"['for', 'real', 'when', 'u', 'getting', 'on', 'yo', 'i', 'only', 'need', '2', 'more', 'tickets', 'and', 'one', 'more', 'jacket', 'and', 'im', 'done', 'i', 'already', 'used', 'all', 'my', 'multis']"
0,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,yes i started to send requests to make it but pain came back so im back in bed double coins at the factory too i gotta cash in all my nitros,False,False,False,"['yes', 'i', 'started', 'to', 'send', 'requests', 'to', 'make', 'it', 'but', 'pain', 'came', 'back', 'so', 'im', 'back', 'in', 'bed', 'double', 'coins', 'at', 'the', 'factory', 'too', 'i', 'gotta', 'cash', 'in', 'all', 'my', 'nitros']"
0,I'm really not up to it still tonight babe,im really not up to it still tonight babe,False,False,False,"['im', 'really', 'not', 'up', 'to', 'it', 'still', 'tonight', 'babe']"
0,"Ela kano.,il download, come wen ur free..",ela kanoil download come wen ur free,False,False,False,"['ela', 'kanoil', 'download', 'come', 'wen', 'ur', 'free']"
0,Yeah do! Donât stand to close tho- youâll catch something!,yeah do donât stand to close tho youâll catch something,False,False,False,"['yeah', 'do', 'donât', 'stand', 'to', 'close', 'tho', 'youâll', 'catch', 'something']"
